round,ul_mcs_mean,ul_mcs_std
1,27.572066666666668,0.21307420795403184
2,27.335066666666666,0.47749409370568097
3,27.470893333333333,0.28919635560504264
4,27.411533333333335,0.3046556572982184
5,27.345066666666664,0.3254469556661741
6,27.467406666666665,0.3952454742971526
7,27.521586666666668,0.21053676593299311
8,27.373753333333333,0.3672441478025727
9,27.55266,0.21761341476506954
10,27.42589333333333,0.41097754625260174
11,27.39138666666667,0.37471032214740146
12,27.3968,0.3501341457213215
13,27.440966666666668,0.3076800789007647
14,27.40972,0.2459263252044636
15,27.300333333333334,0.37073842273931923
16,27.39106,0.32697306747978927
17,27.383660000000003,0.31521698830216216
18,27.4672,0.21392929072142347
19,27.26626,0.41587334232569273
20,27.46382,0.25037878789660156
21,27.374653333333335,0.45612274329656105
22,27.463900000000002,0.240610417183344
23,27.552373333333332,0.285379940897511
24,27.371773333333334,0.29658202061551364
25,27.40592666666667,0.31344550783342356
26,27.36446,0.33207238625680074
27,27.14014,0.5597217584274737
28,27.52603333333333,0.1475215658165016
29,27.433980000000002,0.25874339246221784
30,27.481526666666664,0.31361262835968
31,27.567666666666664,0.18488243626179088
32,27.48672,0.3184020755495884
33,27.240046666666668,0.530325226180888
34,27.45696,0.28262186195894856
35,27.53414,0.2613391769876293
36,27.468006666666668,0.19871614524479972
37,27.331453333333336,0.3362928185518144
38,27.395086666666664,0.5331565916671152
39,27.5237,0.2100222709279045
40,27.41608,0.3568973525899489
41,27.481806666666667,0.2826010071427475
42,27.476893333333333,0.2777792069423553
43,27.574393333333333,0.2858115074826826
44,27.354633333333332,0.34230372408697163
45,27.485126666666666,0.35884360195866216
46,27.301926666666667,0.3520885429763915
47,27.38388666666667,0.7866725974150937
48,27.543413333333334,0.26045660419092176
49,27.525699999999997,0.16637696870145718
50,27.558913333333336,0.26239363523059
51,27.56764666666667,0.21156531536777645
52,27.471926666666665,0.23509771058819254
53,27.31620666666667,0.47208544091489346
54,27.62574,0.10120337233229162
55,27.521986666666667,0.2401431979544903
56,27.29247333333333,0.41009690399546633
57,27.256899999999998,0.4348265713394902
58,27.49419333333333,0.3527937265936136
59,27.529486666666667,0.36263836741829936
60,27.457866666666668,0.25370924772454084
61,27.623873333333332,0.16211274501172973
62,27.508133333333333,0.177738542595042
63,27.33922,0.8908031265581161
64,27.503746666666665,0.2800097852031672
65,27.48732,0.2330478436471179
66,27.483386666666668,0.3047055249784304
67,27.392173333333336,0.3184949640029463
68,27.446926666666666,0.5129013166942222
69,27.457226666666667,0.3609168156369614
70,27.345453333333335,0.7987837905811795
71,27.520033333333334,0.2758532805332434
72,27.4889,0.2781777848786633
73,27.452013333333333,0.43127849448995664
74,27.48696,0.23158520122963622
75,27.261253333333332,0.5979474867849024
76,27.475526666666667,0.30826083683109956
77,27.513066666666663,0.27393100191384695
78,27.488706666666666,0.2598138549771649
79,27.520633333333333,0.23451027899088084
80,27.39036,0.33836287959188827
81,27.464260000000003,0.22659726010195733
82,27.33691333333333,0.38009448048510003
83,27.44426,0.2044356405885658
84,27.54276666666667,0.18929418399739106
85,27.505100000000002,0.2851704127109162
86,27.546913333333336,0.16674547270215942
87,27.48418,0.27209990864701594
88,27.361426666666667,0.533724299437007
89,27.453426666666665,0.39066585734517173
90,27.602906666666666,0.30382801165571743
91,27.58388,0.25344364321425406
92,27.569733333333332,0.3626517055299883
93,27.539706666666667,0.2649710320195849
94,27.566493333333334,0.273624373566252
95,27.534346666666668,0.26033434784266657
96,27.586713333333332,0.23973951002424868
97,27.502773333333334,0.2790935339033614
98,27.239033333333335,1.0135250963604112
99,27.5601,0.1973805135844393
100,27.518440000000002,0.2709985445401086
