round,success_mean,success_std
1,2.1333333333333333,1.3020130933435712
2,2.8,1.424279266355945
3,2.066666666666667,1.791514389985135
4,2.933333333333333,1.2798809468443688
5,3.0,0.8451542547285166
6,3.4,1.4540583599999397
7,3.3333333333333335,1.2909944487358056
8,2.533333333333333,1.245945806357946
9,3.2,1.424279266355945
10,3.066666666666667,1.0997835284835873
11,3.066666666666667,1.3870146083619754
12,3.533333333333333,1.302013093343571
13,3.2,0.9411239481143204
14,2.6,1.0555973258234952
15,3.4,0.9102589898327995
16,3.066666666666667,1.0327955589886444
17,3.2,0.9411239481143203
18,3.0,1.0
19,2.4,1.3522468075656264
20,2.8,1.082325538564332
21,2.533333333333333,1.4573295865416043
22,3.2,1.2649110640673518
23,3.7333333333333334,1.0327955589886446
24,2.8,1.2649110640673518
25,3.0,1.2535663410560174
26,3.066666666666667,1.579632265825846
27,2.8666666666666667,1.3020130933435712
28,3.2666666666666666,0.7988086367179801
29,3.2666666666666666,1.0997835284835875
30,3.533333333333333,1.5522640914238175
31,3.3333333333333335,1.0465362369445672
32,3.4,1.1832159566199232
33,3.0,1.1338934190276817
34,2.933333333333333,0.7988086367179801
35,3.4,0.9856107606091622
36,3.0,1.0
37,2.533333333333333,0.915475416434127
38,3.2666666666666666,1.2227992865708153
39,3.3333333333333335,0.9759000729485332
40,3.2,1.567527625639452
41,3.533333333333333,1.0600988273786194
42,3.0,1.5118578920369088
43,3.3333333333333335,1.1126972805283735
44,2.933333333333333,1.0997835284835875
45,3.066666666666667,1.1629191512658792
46,2.933333333333333,1.0997835284835873
47,3.6,1.5023790657297036
48,3.466666666666667,1.1872336794093274
49,3.2,0.8618916073713346
50,3.7333333333333334,0.9611501047232549
51,3.3333333333333335,1.2344267996967353
52,3.3333333333333335,1.1126972805283735
53,2.8,0.8618916073713346
54,3.933333333333333,1.0997835284835875
55,3.2,0.9411239481143205
56,3.4,1.1832159566199232
57,2.7333333333333334,1.3345232785352157
58,3.2666666666666666,1.4864467059144129
59,3.6666666666666665,0.9759000729485332
60,3.466666666666667,1.1254628677422756
61,3.6666666666666665,1.0465362369445672
62,3.2666666666666666,0.7037315505489967
63,3.4,1.5023790657297036
64,3.2,1.1464230084422218
65,3.6666666666666665,1.1751393027860062
66,3.4,1.5491933384829668
67,3.1333333333333333,1.1872336794093272
68,3.8,1.2649110640673518
69,3.533333333333333,1.1872336794093274
70,3.2,1.424279266355945
71,3.466666666666667,1.5976172734359606
72,3.1333333333333333,1.1872336794093272
73,3.3333333333333335,1.1126972805283735
74,3.1333333333333333,1.3557637102737474
75,3.1333333333333333,1.6417180315870614
76,3.3333333333333335,1.0465362369445672
77,3.4,1.0555973258234952
78,3.2666666666666666,0.8837151016885368
79,3.066666666666667,1.0997835284835875
80,3.1333333333333333,0.9154754164341268
81,3.2666666666666666,1.0327955589886446
82,3.2,1.2649110640673518
83,3.466666666666667,0.915475416434127
84,3.2,1.1464230084422218
85,3.6,1.2421180068162376
86,3.4,0.7367883976130073
87,3.1333333333333333,1.1254628677422753
88,3.1333333333333333,1.245945806357946
89,3.2,1.5675276256394517
90,3.4,0.9102589898327995
91,3.6666666666666665,1.4474937289114918
92,4.133333333333334,1.3557637102737474
93,3.3333333333333335,1.4960264830861913
94,3.8,1.082325538564332
95,3.3333333333333335,1.2344267996967353
96,3.466666666666667,1.1872336794093272
97,3.1333333333333333,1.5055453054181618
98,3.2,1.3201731488169055
99,3.7333333333333334,1.2227992865708155
100,3.8,0.8618916073713347
