round,avg_ul_mcs
1,27.0833
2,27.6902
3,27.3
4,26.769
5,27.5002
6,26.9993
7,27.7564
8,25.9096
9,27.6483
10,27.8839
11,27.4959
12,26.9736
13,27.1622
14,27.7798
15,27.7013
16,27.2686
17,26.8661
18,27.2608
19,27.5696
20,27.4944
21,27.0228
22,27.5287
23,27.5442
24,26.912
25,27.7209
26,27.2817
27,27.6534
28,27.5069
29,27.6854
30,27.0952
31,27.2642
32,27.5923
33,27.3316
34,27.521
35,27.7447
36,27.0478
37,27.6781
38,27.7578
39,27.2238
40,27.2209
41,27.6274
42,27.7052
43,27.3496
44,27.3366
45,27.4576
46,27.3891
47,27.2666
48,27.1915
49,27.6483
50,27.526
51,27.5115
52,27.523
53,27.2069
54,27.7119
55,27.502
56,27.3314
57,27.2443
58,27.4725
59,27.5776
60,27.719
61,27.2866
62,27.5276
63,27.544
64,27.7192
65,27.857
66,27.6197
67,27.3656
68,27.5045
69,26.5073
70,27.2092
71,27.265
72,27.58
73,27.5817
74,27.6575
75,26.7986
76,27.5691
77,27.3235
78,27.5525
79,27.4754
80,27.4374
81,27.5498
82,27.5745
83,27.6727
84,27.3795
85,27.7608
86,27.3074
87,26.8096
88,26.9878
89,27.3695
90,27.6754
91,27.2256
92,26.8559
93,26.717
94,27.4417
95,27.1346
96,27.6143
97,27.0564
98,27.6708
99,27.8025
100,27.7559
